Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\03_raw\Grad090_LFQ_A_01.mzML.dia	F:\03_raw\Grad090_LFQ_A_02.mzML.dia	F:\03_raw\Grad090_LFQ_A_04.mzML.dia	F:\03_raw\Grad090_LFQ_A_05.mzML.dia	F:\03_raw\Grad090_LFQ_B_01.mzML.dia	F:\03_raw\Grad090_LFQ_B_02.mzML.dia	F:\03_raw\Grad090_LFQ_B_03.mzML.dia	F:\03_raw\Grad090_LFQ_B_04.mzML.dia
Q6NVY1	Q6NVY1	HIBCH_HUMAN	HIBCH_HUMAN	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1.67808e+06	1.80447e+06	1.72176e+06	1.56717e+06	1.84099e+06	1.75425e+06	1.93793e+06	1.63354e+06
Q6NW29	Q6NW29	RWDD4_HUMAN	RWDD4_HUMAN	RWD domain-containing protein 4	545983	864568	616891	763356	807221	823801	947382	866571
Q6NW34	Q6NW34	NEPRO_HUMAN	NEPRO_HUMAN	Nucleolus and neural progenitor protein	657080	380539	526975	220730	477870	571501	574653	417106
Q6NXE6	Q6NXE6	ARMC6_HUMAN	ARMC6_HUMAN	Armadillo repeat-containing protein 6	356426	471696	506178	370181	458600	535907	529325	533191
Q6NXR4	Q6NXR4	TTI2_HUMAN	TTI2_HUMAN	TELO2-interacting protein 2	490460	505948	499345	393693	466864	508193	496697	528137
Q6NXT1	Q6NXT1	ANR54_HUMAN	ANKRD54_HUMAN	Ankyrin repeat domain-containing protein 54	250282	295348	195630	145799	93545		312505	202515
Q6NXT6	Q6NXT6	TAPT1_HUMAN	TAPT1_HUMAN	Transmembrane anterior posterior transformation protein 1 homolog							9502.18	
Q6NYC1	Q6NYC1	JMJD6_HUMAN	JMJD6_HUMAN	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	621833	625404	695499	660089	721100	727876	666488	707071
Q6NYC8	Q6NYC8	PPR18_HUMAN	PPP1R18_HUMAN	Phostensin	1.6583e+06	1.74672e+06	1.54916e+06	1.53663e+06	1.6464e+06	1.84465e+06	1.86361e+06	1.78246e+06
Q6NZ36	Q6NZ36	FAP20_HUMAN	FAAP20_HUMAN	Fanconi anemia core complex-associated protein 20				55439.5	30188.3			
Q6NZ67	Q6NZ67	MZT2B_HUMAN	MZT2B_HUMAN	Mitotic-spindle organizing protein 2B	537010	561433	503788	378819	504943	503902	486116	477408
Q6NZI2	Q6NZI2	CAVN1_HUMAN	CAVIN1_HUMAN	Caveolae-associated protein 1	137979	180655	207530	201307	193185	193839	169704	191699
Q6NZY4	Q6NZY4	ZCHC8_HUMAN	ZCCHC8_HUMAN	Zinc finger CCHC domain-containing protein 8	1.45981e+06	1.61009e+06	1.49968e+06	1.44238e+06	1.57429e+06	1.61928e+06	1.63031e+06	1.63334e+06
Q6P087	Q6P087	RUSD3_HUMAN	RPUSD3_HUMAN	Mitochondrial mRNA pseudouridine synthase RPUSD3	271177	123384	132327	113768	168378	94366.3	151016	170267
Q6P0N0	Q6P0N0	M18BP_HUMAN	MIS18BP1_HUMAN	Mis18-binding protein 1				130212	120944	39848.3		99730.3
Q6P158	Q6P158	DHX57_HUMAN	DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57	662803	600304	618476	612188	621023	571635	548618	623989
Q6P158;Q7Z478	Q6P158;Q7Z478	DHX29_HUMAN;DHX57_HUMAN	DHX29_HUMAN;DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57		225541	109511	248594	171201	220122	207736	148197
Q6P158;Q9H2U1	Q6P158;Q9H2U1	DHX36_HUMAN;DHX57_HUMAN	DHX36_HUMAN;DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57					1.48384e+06	2.37658e+06	2.08351e+06	2.21237e+06
Q6P161	Q6P161	RM54_HUMAN	MRPL54_HUMAN	39S ribosomal protein L54, mitochondrial	1.51855e+06	2.06556e+06	1.99566e+06	2.09998e+06	2.00365e+06	2.11013e+06	2.03627e+06	1.89054e+06
Q6P1A2	Q6P1A2	MBOA5_HUMAN	LPCAT3_HUMAN	Lysophospholipid acyltransferase 5	791905	941021	662860	768103	828790	984921	974215	910094
Q6P1J9	Q6P1J9	CDC73_HUMAN	CDC73_HUMAN	Parafibromin	1.9637e+06	1.9744e+06	2.04768e+06	1.96301e+06	2.02948e+06	2.0145e+06	1.99173e+06	2.17602e+06
Q6P1K1	Q6P1K1	HRG1_HUMAN	SLC48A1_HUMAN	Heme transporter HRG1	26044.9				12094	5275.27		
Q6P1K2	Q6P1K2	PMF1_HUMAN	PMF1_HUMAN	Polyamine-modulated factor 1	170061	213699	169980	142844	156900	160289	121845	186508
Q6P1L8	Q6P1L8	RM14_HUMAN	MRPL14_HUMAN	39S ribosomal protein L14, mitochondrial	1.04469e+06	1.15597e+06	1.13532e+06	1.00006e+06	949672	1.0641e+06	1.10704e+06	1.08229e+06
Q6P1M0	Q6P1M0	S27A4_HUMAN	SLC27A4_HUMAN	Long-chain fatty acid transport protein 4	1.71625e+06	1.65274e+06	1.71795e+06	1.71551e+06	1.74058e+06	1.68712e+06	1.82003e+06	1.82622e+06
Q6P1M3	Q6P1M3	L2GL2_HUMAN	LLGL2_HUMAN	LLGL scribble cell polarity complex component 2	521933	338997	326911	524605	579650	566551	608501	638168
Q6P1N0	Q6P1N0	C2D1A_HUMAN	CC2D1A_HUMAN	Coiled-coil and C2 domain-containing protein 1A	677151	712536	692131	664119	680138	678349	672549	669257
Q6P1N9	Q6P1N9	TATD1_HUMAN	TATDN1_HUMAN	Putative deoxyribonuclease TATDN1	1.52025e+06	1.71427e+06	1.67921e+06	1.60474e+06	1.68323e+06	1.6096e+06	1.66511e+06	1.63099e+06
Q6P1Q0	Q6P1Q0	LTMD1_HUMAN	LETMD1_HUMAN	LETM1 domain-containing protein 1	705520	630077	518635	663737	750749	643420	746300	577204
Q6P1Q9	Q6P1Q9	MET2B_HUMAN	METTL2B_HUMAN	tRNA N(3)-methylcytidine methyltransferase METTL2B	572671	568611	548743	572765	620735	623288	642406	531574
Q6P1R4	Q6P1R4	DUS1L_HUMAN	DUS1L_HUMAN	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like	104788	76156.4	163821		261856	124070	131267	110865
Q6P1X5	Q6P1X5	TAF2_HUMAN	TAF2_HUMAN	Transcription initiation factor TFIID subunit 2	94072.4	259626	265933	143093	165303	132020	152568	393469
Q6P1X6	Q6P1X6	CH082_HUMAN	C8orf82_HUMAN	UPF0598 protein C8orf82		13399.9						236409
Q6P2C8	Q6P2C8	MED27_HUMAN	MED27_HUMAN	Mediator of RNA polymerase II transcription subunit 27	392172	362177	346616	341541	364244	404986	348297	297546
Q6P2E9	Q6P2E9	EDC4_HUMAN	EDC4_HUMAN	Enhancer of mRNA-decapping protein 4	2.03243e+06	2.04061e+06	2.01467e+06	1.88418e+06	2.11628e+06	2.20849e+06	2.15766e+06	2.02755e+06
Q6P2I3	Q6P2I3	FAH2B_HUMAN	FAHD2B_HUMAN	Fumarylacetoacetate hydrolase domain-containing protein 2B		4090.32				16176.8		17084.3
Q6P2I3;Q96GK7	Q96GK7;Q6P2I3	FAH2A_HUMAN;FAH2B_HUMAN	FAHD2A_HUMAN;FAHD2B_HUMAN	Fumarylacetoacetate hydrolase domain-containing protein 2B	942387	830686	774491	572657	864904	853586	795596	942787
Q6P2P2	Q6P2P2	ANM9_HUMAN	PRMT9_HUMAN	Protein arginine N-methyltransferase 9	80919.3	148307	125096	145236	133616	121381	119804	163236
Q6P2Q9	Q6P2Q9	PRP8_HUMAN	PRPF8_HUMAN	Pre-mRNA-processing-splicing factor 8	6.84184e+06	6.69799e+06	6.63643e+06	6.218e+06	6.75266e+06	6.76634e+06	6.82324e+06	6.68522e+06
Q6P3W7	Q6P3W7	SCYL2_HUMAN	SCYL2_HUMAN	SCY1-like protein 2	841525	874467	885591	929930	957199	945493	906700	906546
Q6P3X3	Q6P3X3	TTC27_HUMAN	TTC27_HUMAN	Tetratricopeptide repeat protein 27	283619	315287	295346	240419	278801	302821	320838	216420
Q6P4A7	Q6P4A7	SFXN4_HUMAN	SFXN4_HUMAN	Sideroflexin-4	607087	591686	647645	803868	731199	715287	878443	868042
Q6P4E1	Q6P4E1	GOLM2_HUMAN	GOLM2_HUMAN	Protein GOLM2	130573	110566	144189	99968.8	159933	157118	186389	174063
Q6P4F2	Q6P4F2	FDX2_HUMAN	FDX2_HUMAN	Ferredoxin-2, mitochondrial	166062	223374	229401	253861	104872	127246	178063	192069
Q6P4I2	Q6P4I2	WDR73_HUMAN	WDR73_HUMAN	WD repeat-containing protein 73	513783	478362	509577	517081	536282	490716	407326	549384
Q6P4Q7	Q6P4Q7	CNNM4_HUMAN	CNNM4_HUMAN	Metal transporter CNNM4	75222.1	99779.4	96376.7	57941.5	95923.5	65627.1	89220.9	86789.8
Q6P4Q7;Q9H8M5	Q6P4Q7;Q9H8M5	CNNM2_HUMAN;CNNM4_HUMAN	CNNM2_HUMAN;CNNM4_HUMAN	Metal transporter CNNM4	507897	466646	555520	477280	425075	460865	444847	476904
Q6P4R8	Q6P4R8	NFRKB_HUMAN	NFRKB_HUMAN	Nuclear factor related to kappa-B-binding protein		26741.8	38037.6	50756.9		67913	71063.9	88040.2
Q6P587	Q6P587	FAHD1_HUMAN	FAHD1_HUMAN	Acylpyruvase FAHD1, mitochondrial	6.20399e+06	6.22929e+06	6.04925e+06	5.92693e+06	6.22203e+06	6.21791e+06	6.31245e+06	6.23341e+06
Q6P6C2	Q6P6C2	ALKB5_HUMAN	ALKBH5_HUMAN	RNA demethylase ALKBH5	575983	550465	404361	598886	539015	565832	565863	590312
Q6P996	Q6P996	PDXD1_HUMAN	PDXDC1_HUMAN	Pyridoxal-dependent decarboxylase domain-containing protein 1	502731	512789	443432	366069	513357	509732	489429	580683
Q6P9B6	Q6P9B6	MEAK7_HUMAN	MEAK7_HUMAN	MTOR-associated protein MEAK7	36595.2			44076.7	33852.1	31302.5	33985.1	
Q6P9B9	Q6P9B9	INT5_HUMAN	INTS5_HUMAN	Integrator complex subunit 5	1.01771e+06	904622	863601	865750	867922	807589	895937	831521
Q6PCB5	Q6PCB5	RSBNL_HUMAN	RSBN1L_HUMAN	Lysine-specific demethylase RSBN1L	226606	219303	230505	234764	223298	199714	254701	202041
Q6PCE3	Q6PCE3	PGM2L_HUMAN	PGM2L1_HUMAN	Glucose 1,6-bisphosphate synthase	310961	317468	314356	361883	354620	247641	313180	342861
Q6PD62	Q6PD62	CTR9_HUMAN	CTR9_HUMAN	RNA polymerase-associated protein CTR9 homolog	1.72365e+06	1.73719e+06	1.80325e+06	1.64411e+06	1.83618e+06	1.83253e+06	1.87312e+06	1.79093e+06
Q6PD74	Q6PD74	AAGAB_HUMAN	AAGAB_HUMAN	Alpha- and gamma-adaptin-binding protein p34		45863.2			31875.5	63451	54778.4	92016.2
Q6PGP7	Q6PGP7	TTC37_HUMAN	TTC37_HUMAN	Tetratricopeptide repeat protein 37	870627	905052	915409	838532	908889	919380	948950	900694
Q6PH81	Q6PH81	CP087_HUMAN	C16orf87_HUMAN	UPF0547 protein C16orf87	347079	319602		293176	394007	369784	373426	244679
Q6PHR2	Q6PHR2	ULK3_HUMAN	ULK3_HUMAN	Serine/threonine-protein kinase ULK3	727908	860846	545906	702344	722326	711072	651604	822227
Q6PI26	Q6PI26	SHQ1_HUMAN	SHQ1_HUMAN	Protein SHQ1 homolog	571628		606491		572763	554892	625679	614600
Q6PI48	Q6PI48	SYDM_HUMAN	DARS2_HUMAN	Aspartate--tRNA ligase, mitochondrial	3.07803e+06	3.10256e+06	3.08591e+06	3.08886e+06	3.19434e+06	3.01662e+06	3.15162e+06	2.96879e+06
Q6PI78	Q6PI78	TMM65_HUMAN	TMEM65_HUMAN	Transmembrane protein 65	1.16231e+06	1.03472e+06	796047	892693	1.17452e+06	573165	1.03194e+06	1.20906e+06
Q6PI98	Q6PI98	IN80C_HUMAN	INO80C_HUMAN	INO80 complex subunit C	189654	221619	161196	236996	194597	151104	170479	244896
Q6PID6	Q6PID6	TTC33_HUMAN	TTC33_HUMAN	Tetratricopeptide repeat protein 33	255795	297380	280596	291606	303463	298600	271846	342301
Q6PIU2	Q6PIU2	NCEH1_HUMAN	NCEH1_HUMAN	Neutral cholesterol ester hydrolase 1	3.22496e+06	3.34575e+06	3.39355e+06	3.35581e+06	3.42269e+06	3.41165e+06	3.33519e+06	3.64706e+06
Q6PJ69	Q6PJ69	TRI65_HUMAN	TRIM65_HUMAN	Tripartite motif-containing protein 65	372165	385477	345381	517961	369453	378949	357864	288278
Q6PJG2	Q6PJG2	MDEAS_HUMAN	MIDEAS_HUMAN	Mitotic deacetylase-associated SANT domain protein	166910	207187	196682	216883	211736	194574	212870	112480
Q6PJG6	Q6PJG6	BRAT1_HUMAN	BRAT1_HUMAN	BRCA1-associated ATM activator 1	258718	203246	256952	250851	308367	267487	272073	248289
Q6PJT7	Q6PJT7	ZC3HE_HUMAN	ZC3H14_HUMAN	Zinc finger CCCH domain-containing protein 14	1.55784e+06	1.61512e+06	1.48892e+06	1.5611e+06	1.53257e+06	1.70528e+06	1.68575e+06	1.78226e+06
Q6PK04	Q6PK04	CC137_HUMAN	CCDC137_HUMAN	Coiled-coil domain-containing protein 137				368894		573714	449990	298089
Q6PKG0	Q6PKG0	LARP1_HUMAN	LARP1_HUMAN	La-related protein 1	6.66531e+06	6.58826e+06	6.87326e+06	6.42979e+06	6.9762e+06	7.01517e+06	7.07845e+06	6.86797e+06
Q6PL18	Q6PL18	ATAD2_HUMAN	ATAD2_HUMAN	ATPase family AAA domain-containing protein 2	898427	855351	926885	863521	949584	960205	936572	978069
Q6PL18;Q9ULI0	Q9ULI0;Q6PL18	ATAD2_HUMAN;ATD2B_HUMAN	ATAD2B_HUMAN;ATAD2_HUMAN	ATPase family AAA domain-containing protein 2	761405	536440	498338	801249	742626	629780	771144	704946
Q6PL24	Q6PL24	TMED8_HUMAN	TMED8_HUMAN	Protein TMED8	514077	465861	397351	387374	451172	499150	494020	426937
Q6PML9	Q6PML9	ZNT9_HUMAN	SLC30A9_HUMAN	Zinc transporter 9	201289		158895			210698	143352	
Q6Q546	Q6Q546	HUB1_YEAST	HUB1_YEAST	Ubiquitin-like modifier HUB1	703623	767472	811031	614857	239376	296307	268208	159760
Q6Q547	Q6Q547	NOP10_YEAST	NOP10_YEAST	H/ACA ribonucleoprotein complex subunit NOP10	1.21274e+07	1.23923e+07	1.21451e+07	1.0743e+07	4.07393e+06	5.08386e+06	5.57507e+06	4.77855e+06
Q6Q560	Q6Q560	ISD11_YEAST	ISD11_YEAST	Protein ISD11	3.08368e+06	2.89249e+06	2.67045e+06	2.34994e+06	1.28004e+06	1.32576e+06	1.21344e+06	1.205e+06
Q6QNY0	Q6QNY0	BL1S3_HUMAN	BLOC1S3_HUMAN	Biogenesis of lysosome-related organelles complex 1 subunit 3		344011	164960	331980	460673	253463	205856	447849
Q6QNY1	Q6QNY1	BL1S2_HUMAN	BLOC1S2_HUMAN	Biogenesis of lysosome-related organelles complex 1 subunit 2	326125	375958	334094	339790	406083	514088	401337	437512
Q6R327	Q6R327	RICTR_HUMAN	RICTOR_HUMAN	Rapamycin-insensitive companion of mTOR	375448	367617	310545	381053	366367	379163	360102	351404
Q6RFH5	Q6RFH5	WDR74_HUMAN	WDR74_HUMAN	WD repeat-containing protein 74	2.02973e+06	2.07533e+06	1.94095e+06	1.90937e+06	2.02552e+06	1.96597e+06	1.93268e+06	1.74904e+06
Q6RW13	Q6RW13	ATRAP_HUMAN	AGTRAP_HUMAN	Type-1 angiotensin II receptor-associated protein	2.31035e+06	2.26412e+06	2.1255e+06	1.70843e+06	2.35045e+06	2.21698e+06	2.38755e+06	2.42161e+06
Q6SJ93	Q6SJ93	F111B_HUMAN	FAM111B_HUMAN	Serine protease FAM111B	186576	159406	144542	129690	170470	184320	199290	163903
Q6SPF0	Q6SPF0	SAMD1_HUMAN	SAMD1_HUMAN	Atherin	370251	300727	324725	298936	382263	271232	279248	402711
Q6T181	Q6T181	TREMBL:Q6T181;Q6T182	TREMBL:Q6T181;Q6T182		5.0185e+06	5.28021e+06	5.10586e+06	5.25573e+06	5.03053e+06	4.90773e+06	5.0904e+06	5.05416e+06
Q6T4R5	Q6T4R5	NHS_HUMAN	NHS_HUMAN	Nance-Horan syndrome protein	106831	117325	96816.6	59846.7	94616.7	159052	140484	108383
Q6UB35	Q6UB35	C1TM_HUMAN	MTHFD1L_HUMAN	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	3.38078e+06	3.34007e+06	3.53231e+06	3.20366e+06	3.46314e+06	3.49805e+06	3.63735e+06	3.40903e+06
Q6ULP2	Q6ULP2	AFTIN_HUMAN	AFTPH_HUMAN	Aftiphilin	136540	93475.2	59654	101866	134534	63179	136768	63543.1
Q6UN15	Q6UN15	FIP1_HUMAN	FIP1L1_HUMAN	Pre-mRNA 3'-end-processing factor FIP1	2.51304e+06	2.49229e+06	2.47709e+06	2.24973e+06	2.62806e+06	2.63817e+06	2.64484e+06	2.66043e+06
Q6UUV7	Q6UUV7	CRTC3_HUMAN	CRTC3_HUMAN	CREB-regulated transcription coactivator 3	362085	307951	248551	259462	317921	346488	258345	280824
Q6UVK1	Q6UVK1	CSPG4_HUMAN	CSPG4_HUMAN	Chondroitin sulfate proteoglycan 4	2.11887e+06	2.16998e+06	2.1775e+06	2.10045e+06	2.16642e+06	2.15724e+06	2.1759e+06	2.18116e+06
Q6UW63	Q6UW63	PLGT2_HUMAN	POGLUT2_HUMAN	Protein O-glucosyltransferase 2	1.05933e+06	1.06183e+06	1.00571e+06	1.06516e+06	1.12084e+06	1.05287e+06	1.17301e+06	1.05393e+06
Q6UW68	Q6UW68	TM205_HUMAN	TMEM205_HUMAN	Transmembrane protein 205	1.59085e+06	1.42199e+06	1.44718e+06	1.35834e+06	1.57928e+06	1.42782e+06	1.45077e+06	1.37475e+06
Q6UW78	Q6UW78	UQCC3_HUMAN	UQCC3_HUMAN	Ubiquinol-cytochrome-c reductase complex assembly factor 3	757606	809081	911708	561797	976306	948261	933766	1.07484e+06
Q6UWE0	Q6UWE0	LRSM1_HUMAN	LRSAM1_HUMAN	E3 ubiquitin-protein ligase LRSAM1	568779	638849	509786	542034	708987	674897	732728	662288
Q6UWP2	Q6UWP2	DHR11_HUMAN	DHRS11_HUMAN	Dehydrogenase/reductase SDR family member 11	597196	527709	628765	540036	566329	728674	623041	741135
Q6UWP7	Q6UWP7	LCLT1_HUMAN	LCLAT1_HUMAN	Lysocardiolipin acyltransferase 1	1.033e+06	828938	1.03563e+06	1.24785e+06	871145	716102	1.05548e+06	808829
Q6UWZ7	Q6UWZ7	ABRX1_HUMAN	ABRAXAS1_HUMAN	BRCA1-A complex subunit Abraxas 1					14864.1			
Q6UX04	Q6UX04	CWC27_HUMAN	CWC27_HUMAN	Spliceosome-associated protein CWC27 homolog	708739	808004	539892	693512	773950	796628	752906	823691
Q6UX07	Q6UX07	DHR13_HUMAN	DHRS13_HUMAN	Dehydrogenase/reductase SDR family member 13	96753	89285.1	75667.2	100756	169304	99882.8	95658.5	138819
Q6UX53	Q6UX53	MET7B_HUMAN	METTL7B_HUMAN	Methyltransferase-like protein 7B	152723	170772	143136	127525	143138	166422	141423	161560
Q6UXH1	Q6UXH1	CREL2_HUMAN	CRELD2_HUMAN	Protein disulfide isomerase CRELD2	19250.6		7409.62	30935.7	63346.1	23610.7	10543.6	
Q6UXN9	Q6UXN9	WDR82_HUMAN	WDR82_HUMAN	WD repeat-containing protein 82	1.65818e+06	1.65686e+06	1.82929e+06	1.67293e+06	1.59378e+06	1.78347e+06	1.55701e+06	1.75003e+06
Q6UXV4	Q6UXV4	MIC27_HUMAN	APOOL_HUMAN	MICOS complex subunit MIC27	1.07407e+06	1.00333e+06	1.07546e+06	999524	1.089e+06	1.06744e+06	1.06561e+06	1.08361e+06
Q6V1X1	Q6V1X1	DPP8_HUMAN	DPP8_HUMAN	Dipeptidyl peptidase 8	92755.8	82773.8		80059.6	81957.4	116953	106485	
Q6VMQ6	Q6VMQ6	MCAF1_HUMAN	ATF7IP_HUMAN	Activating transcription factor 7-interacting protein 1	212433	204021	168132	215912	238348	236488	247582	261855
Q6VN20	Q6VN20	RBP10_HUMAN	RANBP10_HUMAN	Ran-binding protein 10	114019	77261.9	108803	193942	182335		167968	119170
Q6VN20;Q96S59	Q6VN20;Q96S59	RANB9_HUMAN;RBP10_HUMAN	RANBP10_HUMAN;RANBP9_HUMAN	Ran-binding protein 10	182140	146213	187942	129899	150056	156806	177760	169326
Q6VY07	Q6VY07	PACS1_HUMAN	PACS1_HUMAN	Phosphofurin acidic cluster sorting protein 1		308310	276029	335196	298781	233283	336416	316976
Q6WCQ1	Q6WCQ1	MPRIP_HUMAN	MPRIP_HUMAN	Myosin phosphatase Rho-interacting protein	299353	259134	165672	337944	313331	382029	377311	401409
Q6WKZ4	Q6WKZ4	RFIP1_HUMAN	RAB11FIP1_HUMAN	Rab11 family-interacting protein 1	936580	797566	873264	802318	987045	1.01431e+06	1.03346e+06	1.00169e+06
Q6XQN6	Q6XQN6	PNCB_HUMAN	NAPRT_HUMAN	Nicotinate phosphoribosyltransferase	3.24564e+06	3.2423e+06	3.25895e+06	3.10937e+06	3.32335e+06	3.33485e+06	3.43459e+06	3.4491e+06
Q6XZF7	Q6XZF7	DNMBP_HUMAN	DNMBP_HUMAN	Dynamin-binding protein			25869.2		52297.4	41148.6		47049.6
Q6Y1H2	Q6Y1H2	HACD2_HUMAN	HACD2_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2	2.77434e+06	2.87042e+06	2.7583e+06	2.91606e+06	2.68135e+06	2.66576e+06	2.71385e+06	2.48417e+06
Q6Y288	Q6Y288	B3GLT_HUMAN	B3GLCT_HUMAN	Beta-1,3-glucosyltransferase	73487.2	117066	126480	84044.5	136390	145551	147469	120496
Q6Y7W6	Q6Y7W6	GGYF2_HUMAN	GIGYF2_HUMAN	GRB10-interacting GYF protein 2	781872	903307	795802	721153	908437	821882	796053	827386
Q6YHK3	Q6YHK3	CD109_HUMAN	CD109_HUMAN	CD109 antigen	3.18773e+06	3.13694e+06	3.14155e+06	2.86885e+06	3.19675e+06	3.33947e+06	3.43005e+06	3.26306e+06
Q6YHU6	Q6YHU6	THADA_HUMAN	THADA_HUMAN	Thyroid adenoma-associated protein	1.74748e+06	2.07255e+06	1.49128e+06	2.31257e+06	1.17994e+06	1.20863e+06	1.25324e+06	1.67451e+06
Q6YN16	Q6YN16	HSDL2_HUMAN	HSDL2_HUMAN	Hydroxysteroid dehydrogenase-like protein 2	8.85926e+06	8.87192e+06	8.55127e+06	8.57974e+06	8.89767e+06	9.07646e+06	8.78654e+06	8.8318e+06
Q6YP21	Q6YP21	KAT3_HUMAN	KYAT3_HUMAN	Kynurenine--oxoglutarate transaminase 3	666550	738799	594103	355974	604279	685010	600141	595010
Q6ZMB5	Q6ZMB5	T184A_HUMAN	TMEM184A_HUMAN	Transmembrane protein 184A	292150	294045	276593	180758	306421	347923	225434	345776
Q6ZMI0	Q6ZMI0	PPR21_HUMAN	PPP1R21_HUMAN	Protein phosphatase 1 regulatory subunit 21					123240	91677.3	30993.8	102649
Q6ZMK1	Q6ZMK1	CYHR1_HUMAN	CYHR1_HUMAN	Cysteine and histidine-rich protein 1	229559	261314	282164	85614.5	223849	293233	168426	401220
Q6ZMP0	Q6ZMP0	THSD4_HUMAN	THSD4_HUMAN	Thrombospondin type-1 domain-containing protein 4	44003.5	38466			43779.1		54379.9	
Q6ZNB6	Q6ZNB6	NFXL1_HUMAN	NFXL1_HUMAN	NF-X1-type zinc finger protein NFXL1	478778	544165	540534	428767	528826	544913	483980	528731
Q6ZNJ1	Q6ZNJ1	NBEL2_HUMAN	NBEAL2_HUMAN	Neurobeachin-like protein 2		24734.7		96098.3	40518	12001.5	6522.06	8142.73
Q6ZNW5	Q6ZNW5	GDPP1_HUMAN	GDPGP1_HUMAN	GDP-D-glucose phosphorylase 1	145845	124472	81570.3	167281	164426	114148	120678	99426.9
Q6ZRP7	Q6ZRP7	QSOX2_HUMAN	QSOX2_HUMAN	Sulfhydryl oxidase 2	987743	1.15809e+06	1.02889e+06	1.04863e+06	1.08496e+06	1.22179e+06	1.10024e+06	1.15516e+06
Q6ZRQ5	Q6ZRQ5	MMS22_HUMAN	MMS22L_HUMAN	Protein MMS22-like	111727	261915	234013	114847	235970	213197	212943	214365
Q6ZRS2	Q6ZRS2	SRCAP_HUMAN	SRCAP_HUMAN	Helicase SRCAP	535904	577474	519650	663028	564010	624941	544783	588513
Q6ZRV2	Q6ZRV2	FA83H_HUMAN	FAM83H_HUMAN	Protein FAM83H	132291	159977	103814	155021	131748	120236	122980	42442.6
Q6ZSJ8	Q6ZSJ8	CA122_HUMAN	C1orf122_HUMAN	Uncharacterized protein C1orf122	1.49157e+06	1.73914e+06	1.97136e+06	1.69228e+06	1.44671e+06	1.98806e+06	865167	1.1921e+06
Q6ZSR9	Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	190567	183794	167678	129884	135730	162652	136831	142128
Q6ZT21	Q6ZT21	TMPPE_HUMAN	TMPPE_HUMAN	Transmembrane protein with metallophosphoesterase domain	41973.6				35091.1			
Q6ZTN6;Q8IZ07	Q8IZ07;Q6ZTN6	AN13A_HUMAN;AN13D_HUMAN	ANKRD13A_HUMAN;ANKRD13D_HUMAN	Ankyrin repeat domain-containing protein 13D						40817.3		
Q6ZVM7	Q6ZVM7	TM1L2_HUMAN	TOM1L2_HUMAN	TOM1-like protein 2	323335	343896	301959	314896	364858	350065	404306	400834
Q6ZW49	Q6ZW49	PAXI1_HUMAN	PAXIP1_HUMAN	PAX-interacting protein 1	116468	55068.4		54927.9	166592	162026	126648	200847
Q6ZXV5	Q6ZXV5	TMTC3_HUMAN	TMTC3_HUMAN	Protein O-mannosyl-transferase TMTC3	499348	535539	550547	485821	550611	493519	486060	514587
Q6ZYL4	Q6ZYL4	TF2H5_HUMAN	GTF2H5_HUMAN	General transcription factor IIH subunit 5	65803.1	115999	104398	127016	136761	130021	159657	131381
Q709C8	Q709C8	VP13C_HUMAN	VPS13C_HUMAN	Vacuolar protein sorting-associated protein 13C	266741	287741	313706	259356	280902	334002	327071	311508
Q709F0	Q709F0	ACD11_HUMAN	ACAD11_HUMAN	Acyl-CoA dehydrogenase family member 11	202483	146317	206708		334920	269546	219482	263399
Q70CQ2	Q70CQ2	UBP34_HUMAN	USP34_HUMAN	Ubiquitin carboxyl-terminal hydrolase 34	116763	86760.4	92039.8	86659.2	168770	146259	168675	165431
Q70E73	Q70E73	RAPH1_HUMAN	RAPH1_HUMAN	Ras-associated and pleckstrin homology domains-containing protein 1	335706	277715	367354	162193	319413	347228	321614	358555
Q70IA6	Q70IA6	MOB2_HUMAN	MOB2_HUMAN	MOB kinase activator 2	374592	549027	448613	228994	497046	470155		459774
Q70J99	Q70J99	UN13D_HUMAN	UNC13D_HUMAN	Protein unc-13 homolog D	917989	1.01948e+06	977714	940209	1.12259e+06	1.12756e+06	996510	1.09604e+06
Q70UQ0	Q70UQ0	IKIP_HUMAN	IKBIP_HUMAN	Inhibitor of nuclear factor kappa-B kinase-interacting protein	2.46231e+06	2.34462e+06	2.72708e+06	2.40773e+06	2.65449e+06	2.51468e+06	2.69179e+06	2.62246e+06
Q712K3	Q712K3	UB2R2_HUMAN	UBE2R2_HUMAN	Ubiquitin-conjugating enzyme E2 R2	677927	606018	623167	449807	622844	696943	573563	488988
